Case,Date,Time,Street1,DisFm,Geo,Street2,P1,P2,P3,Primary,Inj,Fatal,HR,PP
91096464,"Thu., Jun. 11,2009",13:25,24TH,0,X,MISSION,BICYCLE,AUTO,,22350,0,0,YES,,Mission,22350,Basic Speed Law
91185261,"Sat., Jun. 13,2009",18:01,MARKET,103,W,ROMAIN,BICYCLE,AUTO,,22350,0,0,,,Twin Peaks,22350,Basic Speed Law
90088969,"Mon., Jun. 15,2009",23:21,16TH,100,W,DOLORES,BICYCLE,AUTO (PKD),,22350,1,0,,,Castro-Upper Market,22350,Basic Speed Law
90972027,"Mon., Jun. 15,2009",14:45,18TH,0,X,DOLORES,BICYCLE,BICYCLE,,21801A,2,0,,,Castro-Upper Market,21801A,Left-Turn or U-Turn
90648773,"Tue., Jun. 16,2009",12:22,MARKET,0,X,HATTIE,BICYCLE,BICYCLE,,OTD,2,0,,,Castro-Upper Market
90981131,"Wed., Jun. 17,2009",21:48,TREAT,4,N,26TH,BICYCLE,BICYCLE,,22450,1,0,,,Mission,22450,Stop Requirements
90621757,"Thu., Jun. 18,2009",17:34,MARKET,2,N,16TH,BICYCLE,FIXED OBJECT,,22350,1,0,,,Castro-Upper Market,22350,Basic Speed Law
91289590,"Sun., Jun. 21,2009",22:27,NOE,90,S,MARKET,BICYCLE,FIXED OBJECT,,22350,1,0,,,Castro-Upper Market,22350,Basic Speed Law
91222459,"Mon., Jun. 22,2009",23:49,MARKET,0,X,SANCHEZ,BICYCLE,MOTORCYCLE,,21453A,2,0,,,Castro-Upper Market,21453A,Circular Red or Red Arrow
91214503,"Wed., Jun. 24,2009",02:44,14TH,0,X,VALENCIA,BICYCLE,MOTORCYCLE,,21801A,1,0,,,Mission,21801A,Left-Turn or U-Turn
90470902,"Thu., Jun. 25,2009",06:10,DOLORES,252,S,18TH,BICYCLE,PEDESTRIAN,,22350,1,0,YES,,Castro-Upper Market,22350,Basic Speed Law
91276343,"Thu., Jun. 25,2009",09:01,22ND,0,X,MISSION,BICYCLE,PEDESTRIAN,,22350,1,0,YES,,Mission,22350,Basic Speed Law
90492724,"Thu., Jun. 25,2009",09:04,20TH,0,X,HARRISON,BICYCLE,PEDESTRIAN,,22450,1,0,,,Mission,22450,Stop Requirements
90733346,"Sat., Jun. 27,2009",01:58,18TH,0,X,VALENCIA,BICYCLE,PEDESTRIAN,,22350,1,0,,,Mission,22350,Basic Speed Law
91040057,"Sat., Jun. 27,2009",15:13,12TH,0,X,FOLSOM,BICYCLE,TAXI,,22100B,1,0,,,South Of Market,22100B,Turning Upon a Highway
90643886,"Sun., Jun. 28,2009",01:55,VALENCIA,50,S,21ST,BICYCLE,TAXI,,22102,0,0,YES,,Mission,22102,U-Turn in Business District
91061489,"Mon., Jun. 29,2009",14:58,FOLSOM,8,S,ERIE,BICYCLE,TRK/TRK TRAC,,21650.1,0,1,,,Mission,21650.1,Right Side of Roadway
90656817,"Mon., Jun. 29,2009",19:09,26TH,80,E,SAN JOSE,BICYCLE,TRK/TRK TRAC,,22103,1,0,YES,,Mission,22103,U-Turn in Residence District
90391041,"Wed., Jul. 01,2009",18:17,ARMY,15,E,GUERRERO,BICYCLE,TRK/TRK TRAC,,22107,1,0,,,South Of Market,22107,Turning Movements and Required Signals
90316049,"Wed., Jul. 01,2009",08:30,14TH,0,X,MINNA,BICYCLE,AUTO (PKD),AUTO,22350,1,0,,,Mission,22350,Basic Speed Law
90501814,"Tue., Jul. 07,2009",13:28,VAN NESS,80,N,HAYES,BICYCLE,,,OTD,1,0,,,Downtown
91122962,"Wed., Jul. 08,2009",17:03,VAN NESS,12,N,HAYES,BICYCLE,,,OTD,1,0,,,Downtown
91203095,"Sat., Jul. 11,2009",17:20,CHESTNUT,147,E,DIVISADERO,BICYCLE,,,OTD,1,0,,,Marina
90323492,"Sat., Jul. 11,2009",01:33,MARKET,0,X,OCTAVIA,BICYCLE,,,UNK,1,0,,,Mission
91136355,"Sat., Jul. 11,2009",05:45,FILLMORE,0,X,GOLDEN GATE,BICYCLE,,,UNK,1,0,,,Western Addition
91069499,"Tue., Jul. 14,2009",19:39,EDDY,0,X,POLK,BICYCLE,AUTO,,21201A,1,0,,,Downtown,21201A,Equipment Requirements
90045969,"Wed., Jul. 15,2009",18:41,LARKIN,8,S,WILLOW,BICYCLE,AUTO,,21201.0,1,0,,,Downtown
90771766,"Wed., Jul. 15,2009",22:42,FRANKLIN,0,X,GROVE,BICYCLE,AUTO,,21201.0,1,0,,,Downtown
90140462,"Fri., Jul. 17,2009",02:06,BUSH,12,W,FILLMORE,BICYCLE,AUTO,,21453A,1,0,,,Western Addition,21453A,Circular Red or Red Arrow
90353659,"Fri., Jul. 17,2009",18:57,MARINA,0,X,SCOTT,BICYCLE,AUTO,,21453A,1,0,,,South Of Market,21453A,Circular Red or Red Arrow
90935592,"Sun., Jul. 19,2009",08:30,WEBSTER,12,S,SUTTER,BICYCLE,AUTO,,21650.1,1,0,,,Western Addition,21650.1,Right Side of Roadway
90380179,"Sun., Jul. 19,2009",19:45,VAN NESS,0,X,SACRAMENTO,BICYCLE,AUTO,,21657,1,0,,,Pacific Heights,21657,Designated Traffic Direction
90512742,"Mon., Jul. 20,2009",11:15,PAGE,186,S,WEBSTER,BICYCLE,AUTO,,21658A,1,0,,,Western Addition,21658A,Laned Roadways
91213345,"Fri., Jul. 24,2009",17:55,CEDAR,0,X,POLK,BICYCLE,AUTO,,21750,1,0,,,Downtown,21750,Overtake and Pass to Left
91315537,"Mon., Jul. 27,2009",18:27,POST,0,X,WEBSTER,BICYCLE,AUTO,,21801B,1,0,,,Western Addition,21801B,Left-Turn or U-Turn
90125561,"Wed., Jul. 29,2009",22:17,CALIFORNIA,0,X,WEBSTER,BICYCLE,AUTO,,21802A,1,0,,,Pacific Heights,21802A,Stop Signs: Intersections
90167858,"Tue., Aug. 04,2009",16:16,CHURCH,0,X,DUBOCE,BICYCLE,AUTO,,21802A,1,0,,,Castro-Upper Market,21802A,Stop Signs: Intersections
90635601,"Wed., Aug. 05,2009",16:42,EDDY,5,E,POLARIS,BICYCLE,AUTO,,22100B,1,0,,,South Of Market,22100B,Turning Upon a Highway
90542830,"Thu., Aug. 06,2009",08:54,POLK,20,N,SUTTER,BICYCLE,AUTO,,22350,1,0,,,Downtown,22350,Basic Speed Law
90074316,"Mon., Aug. 10,2009",07:25,14TH,38,E,SANCHEZ,BICYCLE,AUTO,,22450,1,0,,,Castro-Upper Market,22450,Stop Requirements
90941141,"Wed., Aug. 12,2009",18:18,GREEN,0,X,LARKIN,BICYCLE,AUTO,,22450,1,0,,,Russian Hill,22450,Stop Requirements
90977851,"Wed., Aug. 12,2009",08:00,LOMBARD,0,X,POLK,BICYCLE,AUTO,,22450,1,0,,,Russian Hill,22450,Stop Requirements
90161446,"Thu., Aug. 13,2009",17:37,OFARRELL,0,X,POLK,BICYCLE,AUTO,,UNK,1,0,,,Downtown
90705840,"Thu., Aug. 13,2009",15:17,FULTON,95,W,GOUGH,BICYCLE,AUTO,,UNK,1,0,,,Western Addition
91323182,"Thu., Aug. 13,2009",19:08,HAYES,0,X,LARKIN,BICYCLE,AUTO,,21453A,0,0,YES,,Downtown,21453A,Circular Red or Red Arrow
90054186,"Wed., Aug. 19,2009",18:35,MARINA,66,E,YACHT HARBOR,BICYCLE,AUTO,,NS,1,0,,,South Of Market
90122523,"Thu., Aug. 20,2009",06:55,POLK,39,N,GOLDEN GATE,BICYCLE,AUTO (PKD),,22350,1,0,,,Downtown,22350,Basic Speed Law
90717124,"Thu., Aug. 20,2009",16:18,FULTON,120,E,FILLMORE,BICYCLE,AUTO (PKD),,22350,0,0,,,Western Addition,22350,Basic Speed Law
91199303,"Sun., Aug. 23,2009",14:04,HAYES,0,X,WEBSTER,BICYCLE,MOTORCYCLE,,21453A,1,0,,,Western Addition,21453A,Circular Red or Red Arrow
91244992,"Mon., Aug. 24,2009",13:13,FILLMORE,0,X,UNION,BICYCLE,TAXI,,21453A,1,0,,,Marina,21453A,Circular Red or Red Arrow
91300334,"Mon., Aug. 24,2009",10:48,HAYES,0,X,POLK,BICYCLE,TAXI,,21453A,1,0,,,,21453A,Circular Red or Red Arrow
90513201,"Sat., Aug. 29,2009",14:18,FULTON,0,X,WEBSTER,BICYCLE,TAXI,,UNK,1,0,,,Western Addition
90688898,"Sat., Aug. 29,2009",21:50,NORTH POINT,28,W,POLK,BICYCLE,TRK/TRK TRAC,,21650.1,1,0,,,Russian Hill,21650.1,Right Side of Roadway
91152066,"Wed., Sep. 02,2009",13:50,LAGUNA,38,N,EDDY,BICYCLE,TRK/TRK TRAC,,21754B,1,0,,,Western Addition,21754B,Passing on the Right
90524242,"Sun., Sep. 06,2009",12:40,VAN NESS,0,X,SUTTER,BICYCLE,TRK/TRK TRAC,,22107,1,0,,,Western Addition,22107,Turning Movements and Required Signals
91037515,"Mon., Sep. 07,2009",19:08,OCTAVIA,0,X,PAGE,BICYCLE,TRK/TRK TRAC,,22107,1,0,,,Western Addition,22107,Turning Movements and Required Signals
90522412,"Wed., Sep. 09,2009",22:19,STANYAN,190,N,HAYES,BICYCLE,,,22350,1,0,,,,22350,Basic Speed Law
90996817,"Thu., Sep. 10,2009",20:40,HAIGHT,61,E,CLAYTON,BICYCLE,,,OID,1,0,,,Haight-Ashbury
90823179,"Fri., Sep. 11,2009",21:05,OAK,17,E,BAKER,BICYCLE,AUTO,,21453A,1,0,,,Haight-Ashbury,21453A,Circular Red or Red Arrow
90825335,"Sat., Sep. 12,2009",14:43,CASTRO,0,X,DUBOCE,BICYCLE,AUTO,,21453A,1,0,,,Castro-Upper Market,21453A,Circular Red or Red Arrow
91235515,"Tue., Sep. 15,2009",18:20,LAGUNA HONDA,200,E,PLAZA,BICYCLE,AUTO,,21453A,1,0,,,South Of Market,21453A,Circular Red or Red Arrow
