,,,"D001","D002","D003","D004","D005","D006","D007","D008","D009","D010","D011","D012","D013","D014","D015","D016","D017","D018","D019","D020","D021","D022","D023","D024","D025","D026","D027","D028","D029","D030","D031","D032","D033","D034","D035","D036","D037","D038","D039","D040","D041","D042","D043","D044","D045","D046","D047","D048","D049"
,,,"Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:"
"GEO.id","GEO.id2","GEO.display-label",,"Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:"
"Id","Id2","Geography",,,"Under 5 years","5 to 9 years","10 to 14 years","15 to 17 years","18 and 19 years","20 years","21 years","22 to 24 years","25 to 29 years","30 to 34 years","35 to 39 years","40 to 44 years","45 to 49 years","50 to 54 years","55 to 59 years","60 and 61 years","62 to 64 years","65 and 66 years","67 to 69 years","70 to 74 years","75 to 79 years","80 to 84 years","85 years and over",,"Under 5 years","5 to 9 years","10 to 14 years","15 to 17 years","18 and 19 years","20 years","21 years","22 to 24 years","25 to 29 years","30 to 34 years","35 to 39 years","40 to 44 years","45 to 49 years","50 to 54 years","55 to 59 years","60 and 61 years","62 to 64 years","65 and 66 years","67 to 69 years","70 to 74 years","75 to 79 years","80 to 84 years","85 years and over"
"1000000US060750125022000",60750125022000,"Block 2000, Block Group 2, Census Tract 125.02, San Francisco County, California",980,620,11,9,14,6,3,5,2,12,25,38,61,55,84,75,50,10,25,23,25,35,27,18,7,360,14,12,6,7,3,2,4,9,19,21,16,29,30,21,28,12,13,12,18,31,33,15,5
"1000000US060750125022001",60750125022001,"Block 2001, Block Group 2, Census Tract 125.02, San Francisco County, California",881,539,9,13,10,12,7,12,16,35,58,36,52,35,33,34,59,15,19,10,11,21,12,20,10,342,12,14,14,9,7,5,4,23,26,13,12,21,31,29,29,6,13,5,7,15,26,10,11
"1000000US060750126011000",60750126011000,"Block 1000, Block Group 1, Census Tract 126.01, San Francisco County, California",274,126,3,0,0,0,0,0,0,7,30,24,18,14,7,7,5,0,2,1,0,1,4,3,0,148,2,1,1,0,0,0,1,12,32,25,21,13,4,3,5,3,4,3,3,10,1,3,1
"1000000US060750126011001",60750126011001,"Block 1001, Block Group 1, Census Tract 126.01, San Francisco County, California",214,93,6,2,1,0,0,0,0,0,19,21,12,13,2,4,1,0,0,5,0,3,1,3,0,121,16,1,0,0,0,1,1,4,29,26,11,5,7,3,1,0,4,2,1,1,4,2,2
"1000000US060750126011002",60750126011002,"Block 1002, Block Group 1, Census Tract 126.01, San Francisco County, California",187,84,7,3,0,1,0,0,0,5,16,17,8,8,3,6,2,1,2,2,1,0,0,1,1,103,2,0,5,0,0,0,0,4,29,17,17,7,4,4,3,2,2,2,1,0,0,1,3
"1000000US060750126011003",60750126011003,"Block 1003, Block Group 1, Census Tract 126.01, San Francisco County, California",126,59,4,3,2,1,0,0,1,1,10,9,7,1,3,5,2,1,0,1,2,2,0,1,3,67,8,3,3,1,0,0,1,4,11,11,4,4,6,2,1,1,0,0,2,1,1,0,3
"1000000US060750126011004",60750126011004,"Block 1004, Block Group 1, Census Tract 126.01, San Francisco County, California",102,43,1,1,1,0,1,0,0,0,9,4,5,4,1,5,3,0,1,0,1,2,0,1,3,59,4,3,2,2,0,0,0,2,13,4,0,6,4,5,1,1,0,1,3,2,1,3,2
"1000000US060750126011005",60750126011005,"Block 1005, Block Group 1, Census Tract 126.01, San Francisco County, California",149,65,6,6,0,0,0,0,0,1,6,9,8,10,3,3,3,0,4,0,1,2,1,1,1,84,5,3,2,2,1,1,0,2,8,12,13,11,2,2,4,1,3,4,2,0,1,4,1
"1000000US060750126011006",60750126011006,"Block 1006, Block Group 1, Census Tract 126.01, San Francisco County, California",146,56,0,0,1,0,0,0,0,1,9,12,6,6,3,4,0,4,2,3,0,0,0,1,4,90,1,0,1,0,0,0,0,7,16,17,5,6,7,8,3,2,4,0,1,4,2,3,3
"1000000US060750126011007",60750126011007,"Block 1007, Block Group 1, Census Tract 126.01, San Francisco County, California",204,83,3,0,0,0,0,0,0,1,16,20,8,9,5,0,5,0,4,1,1,2,1,5,2,121,4,0,0,0,0,0,2,8,27,28,11,7,2,1,6,1,3,2,3,6,3,2,5
"1000000US060750126011008",60750126011008,"Block 1008, Block Group 1, Census Tract 126.01, San Francisco County, California",267,134,11,1,3,2,0,0,0,12,21,18,23,12,8,9,5,1,2,0,2,0,3,0,1,133,8,2,1,1,0,0,0,7,28,22,16,7,7,2,3,0,2,1,4,5,7,5,5
"1000000US060750126011009",60750126011009,"Block 1009, Block Group 1, Census Tract 126.01, San Francisco County, California",418,178,6,3,0,0,0,1,0,12,52,40,18,12,9,6,0,3,4,2,0,0,3,4,3,240,10,3,3,0,1,0,2,20,76,36,35,18,3,8,4,5,5,3,1,3,2,1,1
"1000000US060750126011010",60750126011010,"Block 1010, Block Group 1, Census Tract 126.01, San Francisco County, California",111,56,5,1,0,1,1,0,0,4,18,6,5,1,3,7,1,0,0,1,1,1,0,0,0,55,1,1,2,0,0,0,0,2,9,11,6,4,3,4,0,0,2,0,2,2,4,2,0
"1000000US060750126011011",60750126011011,"Block 1011, Block Group 1, Census Tract 126.01, San Francisco County, California",44,25,4,0,1,0,0,0,0,1,0,0,2,2,3,2,1,1,0,0,2,2,1,1,2,19,2,0,0,0,0,0,0,1,0,0,2,3,2,0,2,1,0,3,0,1,1,1,0
"1000000US060750126011012",60750126011012,"Block 1012, Block Group 1, Census Tract 126.01, San Francisco County, California",87,40,3,1,1,0,0,1,0,0,6,5,3,2,5,6,0,3,1,2,1,0,0,0,0,47,3,0,2,0,0,0,0,2,9,6,3,8,1,5,4,0,0,1,0,0,1,1,1
"1000000US060750126021000",60750126021000,"Block 1000, Block Group 1, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126021001",60750126021001,"Block 1001, Block Group 1, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126021002",60750126021002,"Block 1002, Block Group 1, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126021003",60750126021003,"Block 1003, Block Group 1, Census Tract 126.02, San Francisco County, California",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000000US060750126021004",60750126021004,"Block 1004, Block Group 1, Census Tract 126.02, San Francisco County, California",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1000000US060750126021005",60750126021005,"Block 1005, Block Group 1, Census Tract 126.02, San Francisco County, California",74,34,2,3,2,0,0,0,0,0,2,4,1,4,3,2,3,1,1,1,0,2,3,0,0,40,1,2,3,1,2,0,0,1,0,4,2,5,2,4,3,0,1,1,2,2,1,3,0
"1000000US060750126021006",60750126021006,"Block 1006, Block Group 1, Census Tract 126.02, San Francisco County, California",103,49,2,3,1,2,0,0,0,0,1,3,7,4,2,2,1,3,3,5,1,3,2,2,2,54,1,6,2,1,0,0,0,2,9,1,2,2,4,1,0,3,2,5,4,1,3,2,3
"1000000US060750126021007",60750126021007,"Block 1007, Block Group 1, Census Tract 126.02, San Francisco County, California",112,58,6,2,2,1,0,0,0,1,7,7,3,12,3,3,3,1,1,2,2,0,2,0,0,54,5,3,1,0,0,0,0,2,6,7,5,4,7,1,2,0,3,3,2,0,0,1,2
"1000000US060750126021008",60750126021008,"Block 1008, Block Group 1, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126021009",60750126021009,"Block 1009, Block Group 1, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126021010",60750126021010,"Block 1010, Block Group 1, Census Tract 126.02, San Francisco County, California",57,31,2,8,3,0,1,0,0,0,0,1,2,3,5,1,1,1,1,1,0,0,1,0,0,26,3,3,0,0,1,0,0,0,0,2,3,2,1,4,0,1,1,0,2,1,0,2,0
"1000000US060750126021011",60750126021011,"Block 1011, Block Group 1, Census Tract 126.02, San Francisco County, California",129,66,9,4,1,0,0,0,0,0,6,10,9,5,7,6,1,1,2,0,1,1,0,2,1,63,3,0,1,0,0,1,0,3,13,7,5,10,3,1,4,0,3,0,2,3,1,1,2
"1000000US060750126021012",60750126021012,"Block 1012, Block Group 1, Census Tract 126.02, San Francisco County, California",277,130,13,2,3,0,0,0,0,4,29,22,19,17,6,5,5,2,1,0,0,1,1,0,0,147,6,2,2,0,0,0,0,17,48,25,16,13,6,1,4,2,0,0,0,2,1,0,2
"1000000US060750126021013",60750126021013,"Block 1013, Block Group 1, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126021014",60750126021014,"Block 1014, Block Group 1, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126021015",60750126021015,"Block 1015, Block Group 1, Census Tract 126.02, San Francisco County, California",192,90,3,1,1,0,0,0,0,0,15,20,11,10,5,9,1,3,2,2,0,0,2,2,3,102,1,1,3,0,0,0,0,4,16,18,12,7,7,6,7,3,2,1,0,4,3,5,2
"1000000US060750126021016",60750126021016,"Block 1016, Block Group 1, Census Tract 126.02, San Francisco County, California",151,84,0,1,2,0,0,0,0,5,12,23,12,9,9,1,2,2,0,1,0,2,1,1,1,67,3,0,0,0,0,0,0,3,9,14,14,6,6,2,2,2,4,0,2,0,0,0,0
"1000000US060750126021017",60750126021017,"Block 1017, Block Group 1, Census Tract 126.02, San Francisco County, California",99,51,2,0,1,3,0,0,0,2,10,9,8,4,3,3,1,1,0,0,0,0,2,2,0,48,2,0,0,0,0,0,0,1,8,11,5,10,1,1,2,0,0,0,0,1,1,5,0
"1000000US060750126021018",60750126021018,"Block 1018, Block Group 1, Census Tract 126.02, San Francisco County, California",124,56,3,3,0,0,0,0,0,1,8,10,12,8,4,2,0,0,0,0,1,2,0,0,2,68,3,2,0,0,0,0,0,2,10,13,7,9,3,4,2,0,0,0,1,4,3,4,1
"1000000US060750126021019",60750126021019,"Block 1019, Block Group 1, Census Tract 126.02, San Francisco County, California",248,126,10,2,2,0,2,1,0,1,20,17,21,9,9,3,5,2,4,1,5,1,2,4,5,122,5,6,5,4,0,0,0,1,12,23,15,7,8,8,9,3,2,3,0,3,4,2,2
"1000000US060750126021020",60750126021020,"Block 1020, Block Group 1, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126022000",60750126022000,"Block 2000, Block Group 2, Census Tract 126.02, San Francisco County, California",197,115,2,2,0,0,1,0,1,3,20,14,9,3,7,9,3,0,4,4,2,4,11,7,9,82,1,3,1,0,1,0,0,4,8,6,3,4,4,3,3,1,5,3,2,8,7,8,7
"1000000US060750126022001",60750126022001,"Block 2001, Block Group 2, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126022002",60750126022002,"Block 2002, Block Group 2, Census Tract 126.02, San Francisco County, California",8,6,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126022003",60750126022003,"Block 2003, Block Group 2, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126022004",60750126022004,"Block 2004, Block Group 2, Census Tract 126.02, San Francisco County, California",14,12,1,1,0,0,0,0,0,0,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126022005",60750126022005,"Block 2005, Block Group 2, Census Tract 126.02, San Francisco County, California",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126022006",60750126022006,"Block 2006, Block Group 2, Census Tract 126.02, San Francisco County, California",7,7,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126022007",60750126022007,"Block 2007, Block Group 2, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126022008",60750126022008,"Block 2008, Block Group 2, Census Tract 126.02, San Francisco County, California",149,67,6,5,0,0,0,0,0,1,10,8,10,1,6,5,3,2,1,0,2,2,1,2,2,82,6,6,2,1,0,0,0,2,9,6,8,7,7,4,5,1,3,0,2,6,2,2,3
"1000000US060750126022009",60750126022009,"Block 2009, Block Group 2, Census Tract 126.02, San Francisco County, California",217,106,8,9,3,0,0,0,0,4,15,11,18,12,9,4,7,0,0,2,0,4,0,0,0,111,10,2,1,1,1,2,0,6,16,21,12,13,3,3,7,0,1,0,0,3,5,3,1
"1000000US060750126022010",60750126022010,"Block 2010, Block Group 2, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126022011",60750126022011,"Block 2011, Block Group 2, Census Tract 126.02, San Francisco County, California",257,112,5,3,0,0,1,0,0,5,20,21,18,4,3,9,6,2,1,1,2,3,6,0,2,145,9,1,0,2,1,1,0,8,28,37,13,9,5,3,11,0,4,0,0,4,2,3,4
"1000000US060750126022012",60750126022012,"Block 2012, Block Group 2, Census Tract 126.02, San Francisco County, California",206,98,5,3,1,0,0,0,0,2,20,21,10,12,4,3,4,3,1,1,3,0,2,0,3,108,4,3,1,1,0,0,0,1,31,21,10,5,6,0,4,1,3,2,2,4,3,3,3
"1000000US060750126022013",60750126022013,"Block 2013, Block Group 2, Census Tract 126.02, San Francisco County, California",282,163,1,0,0,0,0,0,0,7,36,34,14,17,8,7,7,1,6,2,6,7,5,2,3,119,5,0,0,0,0,1,2,6,15,22,12,10,5,7,5,4,4,9,2,3,5,0,2
"1000000US060750126022014",60750126022014,"Block 2014, Block Group 2, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126022015",60750126022015,"Block 2015, Block Group 2, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750126022016",60750126022016,"Block 2016, Block Group 2, Census Tract 126.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127001000",60750127001000,"Block 1000, Block Group 1, Census Tract 127, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127001001",60750127001001,"Block 1001, Block Group 1, Census Tract 127, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127001002",60750127001002,"Block 1002, Block Group 1, Census Tract 127, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127001003",60750127001003,"Block 1003, Block Group 1, Census Tract 127, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127001004",60750127001004,"Block 1004, Block Group 1, Census Tract 127, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127001005",60750127001005,"Block 1005, Block Group 1, Census Tract 127, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127001006",60750127001006,"Block 1006, Block Group 1, Census Tract 127, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127001007",60750127001007,"Block 1007, Block Group 1, Census Tract 127, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127001008",60750127001008,"Block 1008, Block Group 1, Census Tract 127, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127001009",60750127001009,"Block 1009, Block Group 1, Census Tract 127, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127001010",60750127001010,"Block 1010, Block Group 1, Census Tract 127, San Francisco County, California",51,23,3,1,2,0,0,0,0,0,0,2,0,3,1,1,4,2,1,0,0,1,1,1,0,28,3,4,1,0,0,0,0,1,0,1,2,2,1,2,2,3,2,0,0,2,1,1,0
"1000000US060750127001011",60750127001011,"Block 1011, Block Group 1, Census Tract 127, San Francisco County, California",101,53,1,2,4,2,0,0,0,0,2,2,2,5,4,4,5,3,2,5,4,2,4,0,0,48,0,3,1,1,1,0,2,1,6,1,3,1,6,5,3,0,4,4,1,0,5,0,0
"1000000US060750127001012",60750127001012,"Block 1012, Block Group 1, Census Tract 127, San Francisco County, California",147,70,6,4,1,1,0,0,0,1,7,9,10,7,6,4,1,1,2,0,2,5,2,0,1,77,4,3,1,1,0,0,0,0,13,13,8,8,4,4,3,0,2,2,0,2,3,2,4
"1000000US060750127001013",60750127001013,"Block 1013, Block Group 1, Census Tract 127, San Francisco County, California",187,83,4,1,0,0,0,0,1,5,13,12,9,10,7,5,4,0,0,0,3,4,3,2,0,104,2,2,4,2,0,0,0,1,27,17,12,7,7,5,8,0,0,1,2,3,2,2,0
"1000000US060750127001014",60750127001014,"Block 1014, Block Group 1, Census Tract 127, San Francisco County, California",132,55,0,1,3,0,0,0,0,0,6,11,9,5,4,1,1,1,1,1,1,3,6,1,0,77,6,1,3,0,0,0,0,4,15,13,7,12,2,2,1,0,1,1,3,3,1,1,1
"1000000US060750127001015",60750127001015,"Block 1015, Block Group 1, Census Tract 127, San Francisco County, California",271,123,4,1,2,0,2,0,0,2,27,23,16,13,8,5,10,2,2,0,2,1,1,1,1,148,8,3,0,2,1,1,0,9,27,36,19,11,11,3,6,1,1,2,0,3,2,0,2
"1000000US060750127001016",60750127001016,"Block 1016, Block Group 1, Census Tract 127, San Francisco County, California",125,59,4,3,1,1,0,0,0,0,4,5,6,8,7,6,3,1,2,0,1,4,1,0,2,66,6,0,2,2,0,0,0,2,5,7,5,6,5,2,3,2,0,0,5,4,4,1,5
"1000000US060750127001017",60750127001017,"Block 1017, Block Group 1, Census Tract 127, San Francisco County, California",9,8,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127001018",60750127001018,"Block 1018, Block Group 1, Census Tract 127, San Francisco County, California",195,104,9,6,3,2,0,0,0,1,9,16,14,10,9,5,6,1,2,3,1,2,3,1,1,91,6,3,5,0,0,0,0,0,11,15,14,9,8,3,2,3,4,1,1,5,0,0,1
"1000000US060750127001019",60750127001019,"Block 1019, Block Group 1, Census Tract 127, San Francisco County, California",248,116,7,7,2,1,0,0,0,1,10,20,22,11,9,7,4,1,4,2,1,3,2,2,0,132,4,3,4,2,0,0,0,7,18,24,15,15,6,8,8,3,1,0,3,4,1,3,3
"1000000US060750127001020",60750127001020,"Block 1020, Block Group 1, Census Tract 127, San Francisco County, California",77,33,1,0,0,0,0,0,2,0,4,6,3,5,2,5,2,0,1,1,0,0,0,0,1,44,2,3,1,0,0,0,2,3,4,8,7,0,3,5,2,0,0,1,2,0,0,1,0
"1000000US060750127001021",60750127001021,"Block 1021, Block Group 1, Census Tract 127, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127002000",60750127002000,"Block 2000, Block Group 2, Census Tract 127, San Francisco County, California",209,101,4,3,0,1,1,0,0,1,18,14,19,10,10,3,4,1,1,0,3,0,1,6,1,108,9,4,1,0,0,0,0,4,19,10,16,8,7,1,9,2,2,1,2,5,3,3,2
"1000000US060750127002001",60750127002001,"Block 2001, Block Group 2, Census Tract 127, San Francisco County, California",224,99,8,2,0,0,0,0,0,3,15,15,11,14,9,5,2,1,4,0,0,2,3,3,2,125,8,1,1,0,1,0,0,0,25,24,17,7,6,11,7,0,3,2,0,5,1,3,3
"1000000US060750127002002",60750127002002,"Block 2002, Block Group 2, Census Tract 127, San Francisco County, California",136,67,4,5,1,1,1,0,0,2,8,9,5,7,4,2,5,1,1,1,1,4,0,2,3,69,2,3,0,0,0,0,0,3,7,10,5,8,5,3,3,2,2,0,3,2,4,2,5
"1000000US060750127002003",60750127002003,"Block 2003, Block Group 2, Census Tract 127, San Francisco County, California",185,79,2,4,0,1,0,1,0,0,11,15,11,11,1,4,4,1,4,2,1,1,2,1,2,106,6,5,4,0,2,0,0,3,19,18,10,10,4,3,3,0,5,3,2,2,1,2,4
"1000000US060750127002004",60750127002004,"Block 2004, Block Group 2, Census Tract 127, San Francisco County, California",215,106,5,3,1,2,0,0,0,8,14,20,12,10,6,5,7,4,2,0,0,3,2,2,0,109,6,1,2,1,0,1,0,1,20,15,18,10,5,6,8,1,2,1,2,4,3,1,1
"1000000US060750127002005",60750127002005,"Block 2005, Block Group 2, Census Tract 127, San Francisco County, California",213,80,6,1,0,0,0,0,0,1,10,17,11,12,7,2,4,0,1,4,3,0,0,0,1,133,8,5,0,0,0,0,1,7,27,22,21,10,5,6,6,0,2,2,0,3,2,2,4
"1000000US060750127003000",60750127003000,"Block 3000, Block Group 3, Census Tract 127, San Francisco County, California",229,102,4,0,1,1,0,0,0,2,15,27,15,10,7,6,3,1,3,1,2,0,0,2,2,127,2,1,2,0,0,0,2,10,29,28,15,9,11,2,4,1,3,1,2,4,1,0,0
"1000000US060750127003001",60750127003001,"Block 3001, Block Group 3, Census Tract 127, San Francisco County, California",220,96,7,2,0,0,0,0,0,3,19,15,14,10,10,0,3,1,1,0,2,4,0,1,4,124,6,3,0,0,0,0,0,1,38,19,13,7,6,6,4,1,2,2,3,2,6,3,2
"1000000US060750127003002",60750127003002,"Block 3002, Block Group 3, Census Tract 127, San Francisco County, California",163,73,5,0,3,0,1,0,0,2,8,16,12,7,2,3,5,0,1,1,1,4,1,1,0,90,5,1,3,0,0,0,0,5,25,10,14,3,1,6,3,2,1,0,0,2,1,3,5
"1000000US060750127003003",60750127003003,"Block 3003, Block Group 3, Census Tract 127, San Francisco County, California",22,9,1,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,13,4,2,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0
"1000000US060750127003004",60750127003004,"Block 3004, Block Group 3, Census Tract 127, San Francisco County, California",88,43,3,6,2,0,2,0,0,0,2,2,2,6,3,1,3,1,1,1,2,1,2,1,2,45,2,5,3,0,0,1,1,1,1,3,3,1,5,5,1,0,0,2,2,2,3,2,2
"1000000US060750127003005",60750127003005,"Block 3005, Block Group 3, Census Tract 127, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750127003006",60750127003006,"Block 3006, Block Group 3, Census Tract 127, San Francisco County, California",3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
